Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.19     39.18     0.10 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__827__PROF__IFU__l71(Vtop___024root*)
  0.19     39.28     0.10 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__594__PROF__GPR__l191(Vtop___024root*)
  0.19     39.38     0.10 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__845__PROF__EXU__l160(Vtop___024root*)
  0.19     39.48     0.10 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__593__PROF__DCache__l127(Vtop___024root*)
  0.19     39.58     0.10 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__543__PROF__WBU__l89(Vtop___024root*)
  0.18     39.67     0.10 37382401     0.00     0.00  Vtop___024root___ico_sequent__TOP__20__PROF__AXI4SRAM__l52(Vtop___024root*)
  0.18     39.77     0.10 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__626__PROF__EXU__l151(Vtop___024root*)
  0.18     39.87     0.10 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__853__PROF__EXU__l164(Vtop___024root*)
  0.18     39.96     0.10 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__572__PROF__ICache__l84(Vtop___024root*)
  0.18     40.05     0.10 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__582__PROF__AXI4SRAM__l75(Vtop___024root*)
  0.18     40.15     0.10 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__237__PROF__WBU__l92(Vtop___024root*)
  0.17     40.24     0.09 37382401     0.00     0.00  Vtop___024root___ico_sequent__TOP__15__PROF__DCache__l160(Vtop___024root*)
  0.17     40.33     0.09 37382401     0.00     0.00  Vtop___024root___ico_sequent__TOP__36__PROF__DCache__l169(Vtop___024root*)
  0.17     40.42     0.09 37382401     0.00     0.00  Vtop___024root___ico_sequent__TOP__37__PROF__AXI4SRAM__l97(Vtop___024root*)
  0.17     40.51     0.09 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__761__PROF__IDU__l88(Vtop___024root*)
  0.17     40.60     0.09 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__479__PROF__GPR__l129(Vtop___024root*)
  0.17     40.69     0.09 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__728__PROF__EXU__l368(Vtop___024root*)
  0.17     40.78     0.09 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__744__PROF__IDU__l147(Vtop___024root*)
  0.17     40.87     0.09 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__600__PROF__ICache__l65(Vtop___024root*)
  0.17     40.96     0.09 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__174__PROF__div__l103(Vtop___024root*)
  0.17     41.05     0.09 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__617__PROF__IDU__l189(Vtop___024root*)
  0.17     41.14     0.09 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__181__PROF__DCache__l506(Vtop___024root*)
  0.16     41.23     0.09 37382401     0.00     0.00  Vtop___024root___ico_sequent__TOP__35__PROF__ICache__l76(Vtop___024root*)
  0.16     41.31     0.09 37382401     0.00     0.00  Vtop___024root___ico_sequent__TOP__23__PROF__CacheArbiter__l66(Vtop___024root*)
  0.16     41.40     0.09 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__749__PROF__IDU__l76(Vtop___024root*)
  0.16     41.48     0.09 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__729__PROF__EXU__l361(Vtop___024root*)
  0.16     41.56     0.09 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__809__PROF__EXU__l227(Vtop___024root*)
  0.16     41.65     0.09 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__607__PROF__DCache__l214(Vtop___024root*)
  0.16     41.73     0.09 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__224__PROF__EXU__l383(Vtop___024root*)
  0.15     41.81     0.08 37382401     0.00     0.00  Vtop___024root___ico_sequent__TOP__34__PROF__CLINT__l99(Vtop___024root*)
  0.15     41.90     0.08 37382401     0.00     0.00  Vtop___024root___ico_sequent__TOP__7__PROF__DCache__l124(Vtop___024root*)
  0.15     41.98     0.08 37382401     0.00     0.00  Vtop___024root___ico_sequent__TOP__16__PROF__DCache__l268(Vtop___024root*)
  0.15     42.05     0.08 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__766__PROF__IDU__l40(Vtop___024root*)
  0.15     42.13     0.08 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__637__PROF__EXU__l347(Vtop___024root*)
  0.15     42.22     0.08 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__664__PROF__EXU__l346(Vtop___024root*)
  0.15     42.30     0.08 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__768__PROF__IDU__l116(Vtop___024root*)
  0.15     42.38     0.08 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__776__PROF__top__l605(Vtop___024root*)
  0.15     42.45     0.08 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__814__PROF__top__l582(Vtop___024root*)
  0.15     42.53     0.08 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__182__PROF__div__l88(Vtop___024root*)
  0.15     42.62     0.08 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__542__PROF__WBU__l86(Vtop___024root*)
  0.15     42.70     0.08 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__195__PROF__WBU__l118(Vtop___024root*)
  0.15     42.77     0.08 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__636__PROF__IDU__l184(Vtop___024root*)
  0.15     42.85     0.08 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__161__PROF__AXI4SRAM__l133(Vtop___024root*)
  0.14     42.93     0.07 24921600     0.00     0.00  Vtop___024root___nba_comb__TOP__0__PROF__Crossbar__l567(Vtop___024root*)
  0.14     43.01     0.07 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__575__PROF__EXU__l358(Vtop___024root*)
  0.14     43.08     0.07 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__743__PROF__IDU__l149(Vtop___024root*)
  0.14     43.16     0.07 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__496__PROF__AXI4SRAM__l82(Vtop___024root*)
  0.13     43.23     0.07 37382401     0.00     0.00  Vtop___024root___ico_sequent__TOP__30__PROF__top__l566(Vtop___024root*)
  0.13     43.30     0.07 37382401     0.00     0.00  Vtop___024root___ico_sequent__TOP__38__PROF__AXI4SRAM__l95(Vtop___024root*)
